name,parent_id,parent_title,title,begin_date,end_date,restriction_type,uri,rr_id,note_type
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Princeton, January 31, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104338,426,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Princeton, January 31, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104339,427,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Cornell, February 7, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104340,428,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Dartmouth, February 13, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104341,429,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Harvard vs. Yale, February 14, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104342,430,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Princeton vs. Yale, February 20, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104343,431,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Pennsylvania, February 21, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104344,432,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Harvard, February 27, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104345,433,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Dartmouth, February 28, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104346,434,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Cornell vs. Yale , March 5, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104347,435,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Columbia, March 6, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104348,436,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Wagner scrimmage, November 7, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104349,437,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Radford vs. Yale , November 19, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104350,438,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Hartford vs. Yale/William and Mary vs. Yale, November 20, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104351,439,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Wake Forest, November 22, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104352,440,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. University of Massachusetts, November 28, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104353,441,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Sacred Heart, December 1, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104354,442,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Bucknell vs. Yale , December 4, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104355,443,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Niagara, December 8, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104356,444,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","""Tourney Hoops"", December 12, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104357,445,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Boston College, December 19, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104358,446,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","University of North Carolina-Charlotte vs. Yale (Cable Car Classic in Santa Clara, CA), December 28, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104359,447,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Santa Clara, December 29, 2004",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104360,448,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale Highlights, 2004-2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104361,449,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Fairfield vs. Yale , January 5, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104362,450,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","American vs. Yale, January 10, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104363,451,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","St. Peter's vs. Yale, January 15, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104364,452,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Pennsylvania, January 29, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104365,453,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Pennsylvania, January 29, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104366,454,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Columbia, February 4, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104367,455,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Cornell vs. Yale, February 5, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104368,456,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Bill Walsh-Yale University, February 12, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104369,457,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Harvard vs. Yale, February 12, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104370,458,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Princeton, February 18, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104371,459,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Pennsylvania vs. Yale , February 19, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104372,460,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Brown vs. Yale, February 22, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104373,461,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Harvard vs. Yale, February 25, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104374,462,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Dartmouth, February 26, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104375,463,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Cornell, March 4, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104376,464,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Columbia, March 5, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104377,465,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Brown, March 8, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104378,466,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Stony Brook vs. Yale, November 9, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104379,467,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Louisiana Tech (at Lincoln, Nebraska), November 18, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104380,468,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Yale vs. Nebraska (John Thompson Classic), November 19, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104381,469,accessrestrict
Manuscripts and Archives,"[""RU"",""967"",null,null]","Department of Athletics, Yale University, motion pictures documenting basketball","Longwood vs. Yale (at Lincoln, Nebraska), November 20, 2005",NULL,NULL,RestrictedFragileSpecColl,/repositories/12/archival_objects/2104382,470,accessrestrict
